subject,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7,contrast8,contrast9,contrast10,contrast11,contrast12,contrast13,contrast14,contrast15,contrast16,contrast17,contrast18,contrast19,contrast20,contrast21,contrast22,contrast23,contrast24,contrast25,contrast26,contrast27,contrast28,contrast29,contrast30,contrast31,contrast32,contrast33,contrast34,contrast35,contrast36,hemisphere
29,-0.060573276,-0.03942359,0.012318477,0.015435803,-0.018060647,0.300538835,1.166034047,1.238276631,0.52368812,0.389150778,0.062858129,0.22645831,0.553974759,0.408862574,0.05669889,0.218740408,0.493401483,0.369438984,0.069017368,0.234176211,-0.024127399,-0.011993894,-0.049998433,0.01387714,0.562418851,0.603615194,0.862840469,0.303193579,0.61067365,0.627602984,0.962837333,0.275439299,0.293273125,0.307804543,0.45641945,0.14465822,left
30,-0.081592083,0.045597344,0.195762973,0.043251649,0.050754971,0.433092541,1.833880098,1.630860211,0.64265938,0.695960123,0.088000886,0.305749767,0.683455422,0.673161451,-0.0098806,0.284123942,0.601863339,0.718758796,0.185882372,0.327375592,0.057085445,0.044424497,-0.01799737,0.119507311,0.787745713,1.046134388,1.320622133,0.513257964,0.673574819,0.957285391,1.356616879,0.274243342,0.365330134,0.500854944,0.669309749,0.196875327,left
31,-0.04614802,0.007041928,0.361902948,0.098548754,0.105336403,0.10876975,0.645751806,0.224406195,0.347100046,-0.089609427,0.067891693,0.109696686,0.370174057,-0.093130391,-0.113059782,0.06042231,0.324026037,-0.086088463,0.248843167,0.158971064,0.157877465,0.052795341,-0.019553046,0.230225851,0.572869204,0.0728826,0.237937575,0.407814231,0.257114275,-0.032708081,0.277043666,-0.052637472,0.20749587,0.01004363,0.128745311,0.08879419,left
32,-0.001300558,-0.00127422,0.001766707,-0.001982689,-0.00069769,0.000109503,-0.000957367,0.001833393,-0.000964481,0.000762905,0.00357551,-0.002935922,-0.000314202,0.001400015,0.002692157,-0.001944577,-0.00161476,0.000125795,0.004458864,-0.003927267,0.000233075,-0.001628455,-0.001287389,-0.000107991,0.002844104,-0.003801471,-0.001488965,0.000531598,0.002377955,-0.000544562,0.001085813,0.000747579,0.001305515,-0.001086508,-0.000100788,0.000319794,left
1,-0.066992967,0.07478192,0.525487838,0.441408761,0.243671388,0.481771609,2.41442922,1.439743667,0.417916252,0.926112975,0.502542899,0.080514315,0.451412736,0.888722013,0.23979898,-0.140190065,0.384419769,0.963503933,0.765286819,0.301218695,0.229247435,0.258095342,0.003894477,0.4834483,1.149706583,1.264722628,1.347923699,1.066505511,0.691211718,0.748531947,1.340134742,0.099608914,0.460229576,0.503313645,0.672014613,0.291528607,right
2,-0.168171761,-0.010511978,0.377999799,0.17683443,0.094037623,0.176024963,0.892175096,0.516024607,-0.022136661,0.580180226,0.152550438,-0.00649415,0.061949219,0.585436215,-0.036449461,-0.094911365,-0.106222542,0.574924237,0.341550338,0.081923065,0.104914019,0.083161226,-0.089341869,0.277417114,0.235327796,0.656847301,0.468701694,0.423473403,0.025499758,0.490524852,0.647385435,-0.131360826,0.065206889,0.286843037,0.279021783,0.073028144,right
3,-0.16288662,0.168499882,0.12408963,0.052273376,0.045494067,0.460439438,1.932745885,1.750769618,0.311140841,1.257727396,0.119037584,0.153851934,0.39258415,1.173477452,0.056992769,0.127715247,0.22969753,1.341977333,0.181082399,0.179988622,-0.019398495,0.110386629,0.002806631,0.088181503,0.410779929,1.521965954,1.571674859,0.36107102,0.449576916,1.301192702,1.5660616,0.184708016,0.215089212,0.705789665,0.784434115,0.136444759,right
4,0.069380875,0.084314592,0.560165304,0.161732459,0.218898308,-0.081394551,0.112218414,-0.763374814,-0.353387401,0.326198931,-0.090069425,-0.208320308,-0.388077838,0.284041635,-0.370152078,-0.289186537,-0.318696963,0.368356227,0.190013226,-0.127454077,0.31477309,0.123023525,0.076847733,0.360948881,-0.128683737,0.240902149,0.049659263,0.062559151,-0.758229917,-0.005144903,-0.104036203,-0.659338614,-0.221728413,0.058939312,-0.013594235,-0.149194866,right
5,-0.000338574,0.019504069,0.485620658,0.204924116,0.177427567,0.110361555,0.796301356,0.086591084,0.228441107,-0.150130967,0.327064654,0.036071424,0.228610393,-0.159883001,0.084254325,-0.066390634,0.22827182,-0.140378932,0.569874984,0.138533482,0.242641043,0.112214093,0.009582748,0.345272388,0.798146805,-0.001845449,0.087892888,0.708408468,0.312864719,-0.226273635,0.068727392,0.017863691,0.27775288,-0.057029771,0.03915507,0.181568039,right
6,-0.173384765,-0.153891219,0.308149533,0.213411364,0.048571228,0.48023651,2.018088492,1.823803586,0.923780808,0.798553499,0.354658534,-0.156046801,1.010473191,0.875499108,0.200583768,-0.262752482,0.837088426,0.721607889,0.508733302,-0.049341119,0.067382384,0.029760072,-0.163637992,0.260780449,1.345821728,0.672266771,1.558696315,0.459392184,1.211056956,0.612746624,1.885972298,-0.062168714,0.639219671,0.321253348,0.861167155,0.099305867,right
7,-0.297894242,-0.034506409,0.200259113,0.061172092,-0.017742361,0.285888468,1.108069153,1.179038598,0.55174585,0.59387903,-0.11883063,0.116759625,0.700692971,0.611132234,-0.218960186,0.086173579,0.402798729,0.576625825,-0.018701073,0.147345672,-0.048817564,0.013332842,-0.166200325,0.130715603,0.384097656,0.723971496,0.979424558,0.128644599,0.481732785,0.697305811,1.311825204,-0.132786607,0.216457609,0.355319327,0.57281244,-0.001035502,right
8,-0.132779695,-0.061508989,0.330321022,0.128177891,0.066052557,0.299494481,1.330083035,1.06587281,0.294163431,0.830184004,0.256961241,-0.183330749,0.360553277,0.860938497,0.09180073,-0.247419694,0.227773582,0.799429508,0.422121752,-0.119241803,0.098770664,0.033334451,-0.097144342,0.229249457,0.649895333,0.680187705,1.027203088,0.30287995,0.452354007,0.613518803,1.22149177,-0.155618965,0.275562335,0.323426627,0.562173718,0.036815246,right
9,-0.0705943,0.093628585,0.217656609,0.170762176,0.102863268,0.325705387,1.508548079,1.097095014,0.251607493,0.475808892,0.220141727,0.355263436,0.286904643,0.428994599,0.111313423,0.269882348,0.216310343,0.522623184,0.328970032,0.440644523,0.073531155,0.13219538,0.011517143,0.194209393,0.545280378,0.963267708,0.738933525,0.769614554,0.398218065,0.698876946,0.71589924,0.38119577,0.23587461,0.415536163,0.363708192,0.287702582,right
10,0.009547961,-0.007545001,0.40873488,0.350615999,0.19033846,0.793195271,3.553458002,2.792104179,1.148412566,1.412535083,0.238071625,0.373761809,1.14363859,1.416307586,0.033704184,0.198453809,1.153186551,1.408762585,0.442439064,0.549069809,0.20914142,0.171535499,0.00100148,0.37967544,1.595625616,1.957832393,2.561949148,0.991508873,1.177342773,1.614761401,2.559946172,0.232157993,0.693242097,0.893148446,1.280473831,0.305916716,right
11,-0.11267053,0.104893399,0.377775469,0.190408436,0.140101693,0.26795754,1.352033553,0.791626776,0.111660447,1.033427071,-0.039230486,-0.034026868,0.167995712,0.98098037,-0.228118221,-0.129231086,0.055325182,1.085873769,0.149657248,0.06117735,0.13255247,0.147650917,-0.003888565,0.284091952,0.20498243,1.147051122,1.14119895,0.210834599,-0.060122509,0.851749284,1.148976081,-0.357349307,0.03621498,0.4997001,0.572543759,-0.036628677,right
12,0.045369799,0.013544899,0.957557474,0.285102918,0.325393773,0.774774742,3.749886518,2.448311424,1.152971243,0.723418845,0.903334691,0.319374186,1.130286347,0.716646396,0.424555953,0.176822729,1.175656146,0.730191294,1.382113428,0.461925647,0.501463637,0.149323909,0.029457349,0.621330196,2.557769572,1.192116944,1.905847437,1.844039078,1.5548423,0.893469125,1.846932746,0.601378681,1.028152972,0.521396515,0.938195046,0.61135444,right
13,-0.095610286,0.055715651,0.042556996,-0.090611292,-0.021987233,0.156972586,0.583915878,0.671864807,0.296127867,0.114291524,0.097054631,0.120416318,0.34393301,0.086433701,0.075776134,0.165721964,0.248322724,0.142149352,0.118333129,0.075110672,-0.026526645,-0.01744782,-0.019947317,-0.024027148,0.366655854,0.217260024,0.390472073,0.193443801,0.419709143,0.252155665,0.43036671,0.241498097,0.19659125,0.117353922,0.205209697,0.108735474,right
14,-0.111175732,0.058883864,0.233437848,0.207644644,0.097197656,0.121376622,0.679901803,0.291111177,0.12228006,0.342141134,0.181351921,-0.160266625,0.177867925,0.312699201,0.064632997,-0.264088946,0.066692193,0.371583066,0.298070845,-0.056444302,0.061131058,0.133264254,-0.026145934,0.220541246,0.364763038,0.315138763,0.438275258,0.241626541,0.242500921,0.048610255,0.490567128,-0.19945595,0.15181599,0.090937255,0.232210596,0.010542648,right
15,-0.29408842,-0.083094913,0.147295368,0.15853955,-0.017837104,0.405276543,1.585431961,1.656780376,0.579658389,0.636831171,0.196508028,0.208108581,0.726702601,0.678378625,0.122860345,0.128838806,0.432614181,0.595283712,0.270155713,0.287378356,-0.073396526,0.037722318,-0.188591667,0.152917459,0.702769893,0.882662064,1.02789789,0.557534072,0.849562945,0.807217431,1.405081228,0.251699151,0.388083209,0.422469874,0.60824478,0.202308305,right
16,0.000401748,0.00215231,-0.00063479,-0.004665448,-0.000686545,-0.003334524,-0.014711187,-0.011965007,0.000170399,0.001292952,-0.014800759,-6.89E-07,-3.05E-05,0.000216797,-0.014483364,0.002332035,0.000371273,0.002369107,-0.015118153,-0.002333413,-0.000116521,-0.001256569,0.001277029,-0.002650119,-0.014746881,3.57E-05,0.00274038,-0.017451567,-0.014513839,0.002548832,0.000186322,-0.012151329,-0.00731518,0.000646131,0.000731675,-0.007400724,right
17,0.027334182,0.057524778,0.022647786,-0.108241773,-0.000183757,-0.19778877,-0.791522593,-0.790787566,0.165763979,-0.412926022,0.015654892,-0.55964793,0.152096888,-0.441688412,0.004330999,-0.505527042,0.17943107,-0.384163633,0.026978785,-0.613768815,0.024990984,-0.025358497,0.04242948,-0.042796993,0.206409856,-0.997932451,-0.204732563,-0.58679003,0.156427888,-0.947215453,-0.289591523,-0.501196042,0.090709436,-0.486286975,-0.123581022,-0.271996518,right
18,-0.081474205,-0.025373088,0.259951499,0.205855714,0.08973998,0.397603688,1.769894713,1.410934793,0.479088911,0.575977651,0.28411454,0.251233649,0.519826013,0.588664197,0.15413879,0.148305791,0.438351808,0.563291109,0.41409029,0.354161506,0.089238647,0.090241313,-0.053423647,0.232903608,0.8524421,0.917452613,1.001642916,0.768251795,0.673964805,0.736969987,1.108490211,0.302444582,0.381601726,0.413605652,0.527533283,0.267674094,right
19,0.001176278,0.001895619,-0.002679536,-4.03E-05,8.80E-05,0.006497213,0.026164885,0.02581282,0.001166428,0.0126893,0.003660242,0.008472883,0.000578289,0.01174149,0.00500001,0.008493031,0.001754567,0.013637109,0.002320474,0.008452735,-0.000751629,0.000927661,0.001535949,-0.001359916,0.004075041,0.022089844,0.015391676,0.010773209,0.005578299,0.020234521,0.012319779,0.013493041,0.002413335,0.010581091,0.006927864,0.006066562,right
20,-0.063177881,0.178063862,0.288985669,0.020144408,0.106004015,0.163627992,0.86652,0.442503939,0.14408499,0.245631734,0.161800682,0.102994563,0.175673929,0.156599803,0.017307846,0.092922359,0.112496049,0.334663665,0.306293517,0.113066767,0.112903895,0.099104135,0.057442991,0.154565039,0.418789566,0.447730432,0.447159716,0.419360284,0.192981776,0.249522163,0.332273735,0.110230206,0.152942835,0.174313149,0.194858363,0.132397622,right
21,-0.022772137,-0.04512213,-0.074102093,0.174280277,0.008070979,0.007549503,0.046339971,0.014056055,0.077512993,0.44699298,-0.393817282,-0.100490679,0.088899061,0.469554046,-0.356766235,-0.187630817,0.066126924,0.424431916,-0.430868328,-0.013350541,-0.048437115,0.064579074,-0.033947133,0.050089092,-0.364741404,0.411081375,0.490558839,-0.444218868,-0.267867173,0.281923228,0.558453105,-0.544397051,-0.158152144,0.173251151,0.262252985,-0.24715398,right
22,-0.055202246,0.129740123,0.542087929,0.193407509,0.202508329,0.379793918,1.924192331,1.114159008,0.262301641,1.034942485,0.287795935,-0.065864389,0.289902764,0.970072421,0.01675197,-0.162568144,0.234700518,1.099812544,0.5588399,0.030839365,0.243442843,0.161573816,0.037268939,0.367747719,0.793540418,1.130651906,1.334513063,0.589679266,0.306654734,0.807504279,1.259975184,-0.145816175,0.275048788,0.484539048,0.648622064,0.110965773,right
23,-0.170768298,-0.042335697,0.570837736,0.437632552,0.198841574,0.530517488,2.519753098,1.724386815,0.519165033,0.570087639,0.643394588,0.389422695,0.604549183,0.591255487,0.35797572,0.170606419,0.433780885,0.548919789,0.928813456,0.608238971,0.200034719,0.197648428,-0.106551998,0.504235146,1.362594342,1.157158763,0.982700677,1.537052428,0.962524901,0.761861904,1.19580467,0.528582138,0.581279811,0.479755165,0.544626335,0.516408642,right
24,0.016431933,0.035178649,0.098634049,0.064110905,0.053588884,0.073336231,0.400522689,0.186167156,-0.072954406,0.307769328,0.045104231,0.01342577,-0.081170372,0.290180004,-0.004212793,-0.018629683,-0.064738439,0.325358653,0.094421256,0.045481222,0.057532991,0.049644777,0.025805291,0.081372477,0.029682816,0.370839876,0.260620213,0.139902478,-0.085383166,0.27155032,0.209009632,-0.022842476,-0.013925087,0.160597549,0.117407461,0.029265,right
25,-0.076233798,0.152367352,0.459886189,0.242706233,0.194681494,0.14071102,0.952207069,0.173481092,0.01884474,0.252176626,0.218862867,0.072959845,0.056961639,0.175992951,-0.011080227,-0.048393271,-0.01927216,0.328360303,0.448805962,0.194312962,0.191826195,0.197536792,0.038066777,0.351296211,0.429533803,0.522673266,0.309088143,0.643118924,0.045881412,0.127599679,0.23295459,-0.059473498,0.118853804,0.162568236,0.135510683,0.145911356,right
26,-0.182239569,-0.074371054,0.358866672,0.31760251,0.104964639,0.253879055,1.225445501,0.805586942,0.217590184,0.544127727,0.145793078,0.108005232,0.308709969,0.581313256,-0.033640258,-0.050796024,0.126470399,0.506942201,0.325226413,0.266806487,0.088313551,0.121615728,-0.128305312,0.338234591,0.451696813,0.77374869,0.633412602,0.592032901,0.275069711,0.530517232,0.890023225,-0.084436283,0.181691631,0.326066478,0.380858957,0.126899154,right
27,-0.101789913,0.013937707,0.184404198,0.183012855,0.069891211,0.231329896,1.065102005,0.785537156,0.085353317,0.369598972,0.3375385,0.132828794,0.136248273,0.362630118,0.245336401,0.041322366,0.03445836,0.376567825,0.429740599,0.224335221,0.041307143,0.098475281,-0.043926103,0.183708526,0.46419896,0.600903044,0.411026185,0.65407582,0.381584673,0.403952484,0.498878392,0.286658767,0.211445909,0.251213882,0.227476144,0.235183648,right
