subject,contrast1,contrast2,contrast3,contrast4,contrast5,contrast6,contrast7,contrast8,contrast9,contrast10,contrast11,contrast12,contrast13,contrast14,contrast15,contrast16,contrast17,contrast18,contrast19,contrast20,contrast21,contrast22,contrast23,contrast24,contrast25,contrast26,contrast27,contrast28,contrast29,contrast30,contrast31,contrast32,contrast33,contrast34,contrast35,contrast36,hemisphere
30,-0.173968335,-0.030950921,-0.121444565,-0.086433015,-0.103199209,0.225557664,0.695832243,1.108629072,0.220119741,0.547027826,-0.152008389,0.287091479,0.307103908,0.562503287,-0.091286106,0.330307988,0.133135573,0.531552366,-0.212730671,0.243874972,-0.14770645,-0.058691968,-0.102459628,-0.10393879,-0.079595098,0.77542734,0.664687939,0.031144301,0.215817801,0.892811276,0.869607195,0.239021882,0.034055676,0.417059652,0.383573784,0.067541546,left
31,-0.197286063,0.190270864,-0.091992094,-0.000897172,-0.024976116,0.208689814,0.784807024,0.88471149,0.528087725,-0.203551093,0.322287932,0.187934693,0.626730755,-0.298686524,0.36828398,0.188383279,0.429444692,-0.108415661,0.276291885,0.187486107,-0.144639078,0.094686846,-0.003507599,-0.046444633,0.705736577,0.079070446,0.321029032,0.463777992,0.995014737,-0.110303246,0.328044231,0.556667258,0.425187828,-0.0078082,0.162268316,0.255111314,left
32,-0.099418321,-0.067256977,-0.01891349,-0.134021381,-0.079902542,0.50222892,1.849110587,2.16872076,0.698320274,0.942134869,0.197983678,0.170476854,0.748029432,0.975763358,0.207440423,0.237487544,0.648611111,0.908506381,0.188526934,0.103466163,-0.059165905,-0.100639179,-0.083337649,-0.076467435,0.837138046,1.011972548,1.557117491,0.291993096,0.955469857,1.213250903,1.723792786,0.444927968,0.448151976,0.556305861,0.82022757,0.184230266,left
1,-0.080621849,-0.061877959,-0.020170092,0.126355483,-0.009078604,0.230890267,0.905403865,0.94171828,-0.031915239,0.978971139,-0.053618749,0.030123919,0.008395685,1.009910121,-0.043533703,-0.033053823,-0.072226165,0.948032162,-0.063703795,0.093301661,-0.050395971,0.032238762,-0.071249904,0.053092696,-0.13592996,1.041333825,0.875806,0.029597866,-0.035138018,0.976856295,1.018305804,-0.076587526,-0.042766994,0.50454753,0.473527953,-0.011747415,right
2,-0.025873556,-0.111958141,0.034698295,0.057507537,-0.011406466,0.345089489,1.357545022,1.403170886,0.258334497,0.991674711,-0.066561458,0.196910205,0.271271275,1.047653781,-0.083910605,0.168156437,0.245397719,0.93569564,-0.04921231,0.225663974,0.00441237,-0.027225302,-0.068915848,0.046102916,0.196185408,1.161359617,1.181093361,0.176451663,0.187360669,1.215810214,1.318925057,0.084245832,0.09588652,0.59429246,0.625004603,0.065174374,right
3,-0.105679898,0.168197034,-0.151656945,-0.03351726,-0.030664267,0.373482096,1.43259985,1.555256915,0.336807895,1.197796971,-0.182908085,0.142231605,0.389647845,1.11369845,-0.107079612,0.158990235,0.283967947,1.281895485,-0.258736557,0.125472975,-0.128668422,0.067339887,0.031258568,-0.092587102,0.02523139,1.407368456,1.565863434,-0.133263582,0.282568233,1.272688688,1.503346298,0.051910623,0.076949906,0.670014285,0.767302429,-0.02033824,right
4,-0.07455369,-0.026516198,0.075119501,0.003730276,-0.005555028,0.273687967,1.083641813,1.105861928,0.434314429,0.695954105,0.040616956,-0.076133619,0.471591274,0.709212202,0.003057206,-0.077998758,0.397037584,0.682696004,0.078176707,-0.074268481,0.000282906,-0.011392961,-0.050534944,0.039424889,0.475214292,0.608427522,1.079733587,0.003908226,0.474648479,0.631213443,1.180803473,-0.074941552,0.237465693,0.309910241,0.565134268,-0.017758331,right
5,-0.144143902,0.06959737,-0.246189576,0.079700627,-0.06025887,0.170612858,0.561933695,0.802969175,0.803291244,0.497121045,0.019792909,-0.637753769,0.875363198,0.462322359,0.142887697,-0.67760408,0.731219296,0.531919729,-0.103301878,-0.597903453,-0.195166739,0.074648999,-0.037273266,-0.083244474,0.627917418,-0.065983724,1.263139025,-0.701205334,1.018250892,-0.21528172,1.337685555,-0.534716383,0.411542078,-0.070316361,0.650206147,-0.308980428,right
6,-0.11985038,-0.071500501,-0.066375108,-0.036375825,-0.073525454,0.518741536,1.927915243,2.222017054,0.837325897,1.276848653,0.09071856,-0.12992696,0.897251083,1.312598904,0.123906114,-0.111739047,0.777400704,1.241098404,0.057531005,-0.148114872,-0.093112744,-0.053938163,-0.09567544,-0.051375467,0.83493171,1.092983531,2.018499104,-0.090583867,1.021157197,1.200859855,2.209849991,0.012167067,0.464022227,0.573460847,1.057087272,-0.0196042,right
7,-0.138611274,-0.118921703,-0.018289005,-0.034796252,-0.077654558,0.10450464,0.262709442,0.573327677,-0.055547785,0.736563056,-0.273689687,0.010692977,0.013757852,0.796023908,-0.264545185,0.028091103,-0.124853422,0.677102204,-0.28283419,-0.006705149,-0.07845014,-0.076858977,-0.128766489,-0.026542628,-0.407687614,0.670397058,0.552248781,-0.289539339,-0.250787334,0.824115011,0.809781761,-0.236454083,-0.164618737,0.373628016,0.340507635,-0.131498355,right
8,-0.055045338,-0.15598695,0.065412559,-0.042605735,-0.047056366,0.320049737,1.186086211,1.374311677,0.193934384,0.895472128,0.124913001,0.065879434,0.221457053,0.973465605,0.092206722,0.087182301,0.166411715,0.817478654,0.15761928,0.044576566,0.00518361,-0.099296343,-0.105516144,0.011403412,0.324030995,0.862055219,0.983890367,0.202195846,0.313663775,1.060647907,1.194922659,0.179389022,0.159423692,0.480675781,0.544703258,0.095396217,right
9,-0.076019079,-0.06904048,-0.047957708,-0.051346349,-0.061090904,0.286440761,1.023581237,1.267944855,0.225497048,0.814804195,-0.072016925,0.17747873,0.263506587,0.849324433,-0.048038072,0.203151904,0.187487508,0.780283953,-0.09599578,0.151805555,-0.061988394,-0.060193414,-0.072529779,-0.049652028,0.091491729,0.932089509,0.96777146,0.055809776,0.215468515,1.052476337,1.11283102,0.155113832,0.076740061,0.496141461,0.520150621,0.052730902,right
10,-0.060570895,-0.143666771,-0.069964446,0.064053173,-0.052537235,0.593445486,2.268707471,2.478856414,0.835187502,1.284095791,-0.155464948,0.409963592,0.86547295,1.35592918,-0.120482725,0.377937007,0.804902055,1.212262408,-0.190447171,0.44199018,-0.06526767,-0.039806799,-0.102118833,-0.002955636,0.614454884,1.654252589,2.017164462,0.251543008,0.744990226,1.733866192,2.221402137,0.257454281,0.339861279,0.847029694,1.059641648,0.127249322,right
11,-0.120155145,-0.049440876,-0.232064417,-0.135126766,-0.134196801,0.244190653,0.70836901,1.245156216,0.162021081,0.921220046,-0.231839537,0.125361021,0.222098654,0.945940484,-0.115807328,0.192924404,0.101943509,0.896499609,-0.347871744,0.057797638,-0.176109781,-0.092283821,-0.08479801,-0.183595591,-0.245928236,0.954297244,0.998443121,-0.290074106,0.106291327,1.138864888,1.168039134,0.077117076,-0.034909228,0.523290533,0.541620564,-0.053239258,right
12,-0.013796271,-0.052212341,-0.074695691,-0.036732656,-0.04435924,0.211519261,0.757358561,0.93479552,0.445637211,0.4185835,-0.025767511,0.007623844,0.452535347,0.444689669,0.011580335,0.025990172,0.438739076,0.392477328,-0.063115356,-0.010742484,-0.044245981,-0.044472498,-0.033004306,-0.055714174,0.37562372,0.381734843,0.831216406,-0.07385784,0.464115682,0.470679841,0.897225014,0.037570507,0.209934851,0.213103671,0.432110354,-0.009071833,right
13,-0.043091121,0.078403336,-0.133290006,-0.095083484,-0.048265319,0.17883434,0.618806722,0.811867999,-0.192716046,0.579162571,0.118858442,0.210032392,-0.171170485,0.539960904,0.185503445,0.257574134,-0.214261605,0.61836424,0.05221344,0.162490649,-0.088190563,-0.008340074,0.017656108,-0.114186745,-0.162048166,0.780854891,0.404102635,0.214704088,0.01433296,0.797535037,0.368790421,0.443077579,-0.036928802,0.394597481,0.193223264,0.164445417,right
14,-0.116275697,-0.060116576,-0.050931616,-0.012331871,-0.05991394,0.09247939,0.250089682,0.489745442,-0.170071657,0.692134653,-0.127921934,-0.024223499,-0.111933809,0.722192941,-0.102456126,-0.018057564,-0.228209506,0.662076365,-0.153387743,-0.030389435,-0.083603657,-0.036224223,-0.088196137,-0.031631743,-0.381597249,0.631686931,0.433866859,-0.183777177,-0.214389936,0.704135377,0.610259133,-0.12051369,-0.148996796,0.333955577,0.261031497,-0.076072717,right
15,-0.255286183,0.110177976,-0.113318906,-0.119562905,-0.094497505,0.395742273,1.393974084,1.771964103,0.877944515,0.725380708,-0.332635297,0.312279166,1.005587608,0.670291719,-0.275975844,0.372060618,0.750301425,0.780469696,-0.38929475,0.252497713,-0.184302544,-0.004692464,-0.072554103,-0.116440906,0.361006674,1.032967412,1.530771122,-0.136797037,0.729611763,1.042352339,1.675879328,0.096084774,0.272654609,0.518829936,0.801662611,-0.010178065,right
16,-0.152714953,0.013680784,-0.020920619,-0.049078172,-0.05225824,0.338792333,1.25065285,1.459685813,0.231574004,0.96113963,-0.111405287,0.273860982,0.30793148,0.954299238,-0.100944977,0.29840007,0.155216527,0.967980022,-0.121865596,0.249321898,-0.086817786,-0.017698694,-0.069517084,-0.034999395,0.033350931,1.217301918,1.123196551,0.127456302,0.206986502,1.252699308,1.262230716,0.197455092,0.060084358,0.617500307,0.596356817,0.081227849,right
17,-0.026406973,0.023092368,-0.18079607,-0.155112938,-0.084805903,0.252570378,0.840669709,1.17989332,0.225952967,1.075711037,-0.183481472,-0.107901015,0.239156454,1.064164849,-0.093083437,-0.030344547,0.212749481,1.087257217,-0.273879507,-0.185457485,-0.103601521,-0.066010285,-0.001657302,-0.167954504,-0.061130025,0.901799733,1.300006698,-0.45933699,0.146073017,1.033820301,1.3033213,-0.123427984,0.021235748,0.483905008,0.650831999,-0.145691244,right
18,-0.100859191,-0.078267848,-0.055692171,-0.015718616,-0.062634457,0.416207728,1.539561994,1.790099825,0.577930469,0.804082411,0.119683562,0.163134471,0.628360062,0.843216332,0.147529648,0.170993779,0.527500871,0.764948485,0.091837476,0.155275163,-0.078275682,-0.046993232,-0.089563519,-0.035705394,0.619338346,0.92022365,1.292449355,0.247112639,0.775889709,1.014210108,1.471576388,0.318523426,0.348807015,0.483608439,0.691006439,0.141409016,right
19,-0.029026352,0.02277437,-0.012133045,-0.018020437,-0.009101366,0.048680263,0.176518319,0.212923782,0.043162098,0.538941474,-0.092491312,-0.29489121,0.057675274,0.527554289,-0.08642479,-0.285880991,0.028648922,0.550328659,-0.098557835,-0.303901428,-0.020579699,0.002376967,-0.003125991,-0.015076741,-0.069908913,0.246427231,0.578977582,-0.402459263,-0.028749516,0.241673298,0.585229564,-0.372305781,-0.024664607,0.122025132,0.291051785,-0.193691261,right
20,-0.168283292,-0.031054291,-0.209036223,0.009163372,-0.099802609,0.533444738,1.934173742,2.333384168,0.35010003,1.037646005,0.252973927,0.493058985,0.434241676,1.053173158,0.35749204,0.488477298,0.265958384,1.022118867,0.148455817,0.49764067,-0.188659758,-0.01094546,-0.099668792,-0.099936426,0.4144142,1.51975953,1.288077249,0.646096488,0.791733717,1.541650452,1.487414834,0.845969339,0.30153698,0.765352499,0.693873021,0.373016457,right
21,-0.05898268,0.042515482,-0.072699782,0.102079439,0.003228115,0.230849854,0.929855646,0.916943187,0.139949322,0.798120745,-0.07996682,0.065296168,0.169440663,0.776863005,-0.043616929,0.014256449,0.110457983,0.819378486,-0.116316711,0.116335888,-0.065841231,0.07229746,-0.008233599,0.014689828,-0.005858728,0.935714373,0.929836469,1.92E-05,0.125823733,0.791119452,0.946303667,-0.02936048,0.029991251,0.431708455,0.469035035,-0.007335326,right
22,-0.039990518,-0.213383589,0.041695508,0.080569298,-0.032777325,0.555893617,2.158019809,2.289129118,0.679896922,1.027203188,0.195485833,0.32098853,0.69989218,1.133894977,0.174638079,0.280703881,0.659901663,0.920511388,0.216333587,0.361273179,0.000852495,-0.066407145,-0.126687053,0.061132403,0.876235248,1.281784565,1.580413056,0.577606766,0.874530257,1.414598853,1.833787163,0.455341961,0.437691377,0.674095857,0.853550053,0.258237182,right
23,-0.107742328,-0.082769963,0.015564934,0.058395227,-0.029138032,0.377844472,1.453101818,1.569653957,0.277769594,0.806597605,0.293479059,0.133531628,0.331640758,0.847982586,0.285696592,0.104334015,0.22389843,0.765212623,0.301261527,0.162729242,-0.046088697,-0.012187368,-0.095256145,0.03698008,0.525159959,0.927941866,0.989111052,0.463990771,0.617337352,0.952316602,1.17962334,0.390030608,0.285624326,0.470064617,0.5421836,0.213505344,right
24,-0.053373986,-0.072604829,-0.121836517,-0.016748669,-0.066141,0.400161614,1.468364453,1.732928447,0.441832225,1.273997722,-0.147010019,0.031826529,0.468519218,1.310300131,-0.086091761,0.040200864,0.415145233,1.237695303,-0.207928278,0.023452195,-0.087605252,-0.044676749,-0.062989407,-0.069292593,0.207216954,1.261147498,1.652840535,-0.184476083,0.382427457,1.350500996,1.778819344,-0.045890897,0.147411103,0.652912123,0.857914971,-0.057591745,right
25,-0.105418731,0.046618114,-0.127175387,0.142512447,-0.010865889,0.104727922,0.397179911,0.440643466,0.08087737,0.687881367,-0.20334368,-0.146503368,0.133586736,0.664572309,-0.139755987,-0.217759592,0.028168005,0.711190423,-0.266931374,-0.075247145,-0.116297059,0.09456528,-0.029400309,0.00766853,-0.238763368,0.635943278,0.739358429,-0.342178519,-0.006169251,0.446812718,0.798159045,-0.357515579,-0.061233154,0.270688999,0.384379368,-0.174923525,right
26,-0.101515598,-0.065059869,-0.024012343,-0.050985412,-0.060393306,0.263504142,0.93322995,1.174803175,0.103590762,0.599198359,-0.13420294,0.485430382,0.154348561,0.631728293,-0.122196768,0.510923088,0.052832963,0.566668425,-0.146209111,0.459937676,-0.062763971,-0.05802264,-0.083287733,-0.037498878,-0.093376148,1.026606104,0.619501386,0.313728565,0.032151793,1.142651383,0.786076856,0.38872632,-0.015306089,0.542314371,0.35139456,0.175613722,right
27,-0.050504294,0.002122794,0.00225478,-0.061068269,-0.026798747,0.480639178,1.868959212,1.976154204,0.647193328,1.169059113,0.088611859,0.01769241,0.672445476,1.167997714,0.087484468,0.048226544,0.621941182,1.170120508,0.089739248,-0.012841725,-0.024124757,-0.029472737,-0.02419075,-0.029406745,0.71168043,1.157278782,1.792061684,0.076897524,0.759929943,1.216224257,1.84044319,0.135711013,0.367902594,0.59337576,0.90812622,0.053152134,right
28,-0.050541835,-0.155493351,-0.207474014,-0.069057126,-0.120641581,0.140818392,0.321990404,0.804556728,0.336256312,0.797980647,-0.224972604,-0.345990785,0.361527228,0.875727321,-0.121235597,-0.311462224,0.310985394,0.720233971,-0.328709611,-0.38051935,-0.129007924,-0.112275239,-0.103017593,-0.13826557,-0.017724218,0.339714621,1.03121937,-0.70922896,0.240291632,0.564265096,1.237254547,-0.432697821,0.055641853,0.225994929,0.567118478,-0.285481696,right
